Type,Group,viol_relig,relig,viol,Group area of operation,Year,"Text type (1=speech, 2=interview, 3=editorial/press release, 4=tweet, 5=other)",Speaker name,Status,Other notes,rawtext,WC,affiliation,achieve,power,,,,,,,,,
Non-terrorist,National Rifle Association (NRA),4,0,0,USA,2019,2,Carolyn Meadows,Leader,President of the NRA,"We’re going to work to get Donald Trump reelected, unity, and that’s primarily it, to be politically active, to bring gun-toters into the fold, to get more gun-toters to join NRA . . . “It’s a powerful lobby, not just for gun rights, but for rights. We believe in the Constitution. When we take our oath of office we actually swear allegiance to the Constitution of the United States. That’s why I do it.

There will be more than one person in the race, but we’ll get that seat back. But it is wrong to say like McBath said, that the reason she won was because of her anti-gun stance. That didn’t have anything to do with it,” Meadows said. “It had to do with being a minority female. And the Democrats really turned out, and that’s the problem we have with conservatives — we don’t turn out as well.


This is not [an] NRA position . . . But as far as I’m concerned, I’d love to have a sign out front: ‘We have gun-toting teachers and security.

",177,6.25,1.7,1.7,,,,,,,,,
Non-terrorist,National Rifle Association (NRA),4,0,0,USA,2021,3,Jason Ouimet,Leader,https://www.nraila.org/articles/20210311/statement-on-gun-control-bills-hr-8-and-hr-1446,"These bills are a transparent attempt by gun control advocates in Congress to restrict the rights of law-abiding Americans under the guise of addressing the violent criminal culture in America.  The truth, however, is that neither of these bills will do anything to solve that problem. By giving full power to unelected government bureaucrats to indefinitely delay and prevent lawful firearm transfers, H.R. 1446 could ultimately destroy the Second Amendment rights guaranteed to every law-abiding American by turning it into a privilege enjoyed by a select few.  H.R. 8, so called “universal” background checks, cannot be enforced without a federal gun registry, will not prevent crime, and will turn otherwise law-abiding citizens into criminals for simply loaning a firearm to friends or family members._  If Congress is serious about the safety of law-abiding citizens, it should have passed concealed carry reciprocity so that Americans can safeguard themselves and their families across state lines and throughout our country during these dangerous times.",161,2.99,0.6,9.58,,,,,,,,,
Non-terrorist,National Rifle Association (NRA),4,0,0,USA,2021,3,Jason Ouimet,Leader,https://www.nraila.org/articles/20210303/nra-backed-stand-your-ground-becomes-law-in-arkansas,"This law ensures the rights of law-abiding Arkansans are protected,” said Jason Ouimet, executive director, National Rifle Association Institute for Legislative Action. “Victims have little time to react when confronted with a criminal attack, they should not be required to try and run away before defending themselves. This is a common sense piece of self-defense legislation.”

Senate Bill 24 will strengthen Arkansans' fundamental right to self-defense anywhere they are legally allowed to be.  Law-abiding citizens will no longer be required by law to retreat before using force to defend themselves.  Further, victims of violent crime who respond with defensive force while protecting themselves or their loved ones should not have to face the additional threat of criminal or civil prosecution.

Thirty-four other states have passed stand your ground laws allowing their citizens to more effectively protect themselves instead of forcing unnecessary risks upon them.  

NRA would like to thank House and Senate members who supported this measure, especially bill sponsors, Rep. Aaron Pilkington, and Sen. Bob Ballinger.

“The men and women of the NRA thank the lawmakers in Arkansas who today put the rights of the law-abiding above criminals in Arkansas,” concluded Ouimet. ",190,1.51,0.5,12.06,,,,,,,,,
Non-terrorist,National Rifle Association (NRA),4,0,0,USA,2021,3,Lars Dalseide,Leader,https://www.nraila.org/articles/20210222/nra-victory-in-washington-court-of-appeals,"Today's ruling is an important victory for the people of Washington,"" said Lars Dalseide, NRA Washington state spokesman. ""Hopefully jurisdictions like Edmonds will realize that violating the Washington State Constitution is neither legal nor in the best interest of personal protection.""

The case, Bass v. City of Edmonds, centered on two regulations requiring firearms to be locked at all times within the home and imposed liabilities on gun owners if a prohibited person ever accessed their guns.

""Washington state law prevents local jurisdictions from passing laws that are inconsistent with or more restrictive than state law. We thank the courts for faithfully applying the preemption law and securing the rights of those who choose to protect themselves, their families, and their homes,"" Dalseide concluded. ",122,1.61,1.61,8.06,,,,,,,,,
Non-terrorist,National Rifle Association (NRA),4,0,0,USA,2021,3,n/a,Follower,https://www.nraila.org/articles/20210218/constitutional-carry-passes-in-montana,"On behalf of the NRA's more than five-million members, we thank Gov. Gianforte for his leadership in recognizing the right of law-abiding Montanans to defend themselves and their loved ones without being required to seek government permission,"" said Jason Ouimet, executive director, NRA-ILA. ""The NRA will continue standing up and stepping forward to protect and preserve our most basic, fundamental freedoms here in Montana and across the United States.""

HB 102 strengthens Montana’s self-defense laws by allowing law-abiding Montana gun owners to carry a firearm for self-defense throughout the state without a government-mandated permit. The bill also removes a number of Montana’s “gun-free zones” and ends the unnecessary disarming of Montanans as they go about their day-to-day lives. It does not change prohibited person laws, any law governing the misuse of a firearm, or when force may be used in defense of self or others.

Eighteen states – Alaska, Arizona, Arkansas, Idaho, Kansas, Kentucky, Maine, Mississippi, Missouri, Montana, New Hampshire, North Dakota, Oklahoma, South Dakota, Utah, Vermont, West Virginia, and Wyoming – now allow law-abiding individuals to carry a concealed handgun without a government-issued permit.

The law goes into effect on June 1, 2021.

The NRA thanks the governor and the bill's prime sponsor, Rep. Seth Berglee, for their leadership in advancing the right of self-defense of all Montanans.",215,1.74,1.3,10.87,,,,,,,,,
Non-terrorist,National Rifle Association (NRA),4,0,0,USA,2021,3,n/a,Follower,https://www.nraila.org/articles/20210211/nra-backed-constitutional-carry-passed-in-utah,"“There is no reason a law-abiding person should have to ask for permission to carry a firearm for self-defense,” said Jason Ouimet, executive director, NRA-ILA. ""The passage of this bill demonstrates Utah's commitment to protecting the Second Amendment rights of its citizens."" 

The bill, sponsored by Rep. Walt Brooks and supported by more than three dozen sponsors and co-sponsors, passed both state legislative chambers with overwhelming support. Additionally, this legislation maintains the existing Concealed Firearm Permit (CFP) system, so citizens who wish to obtain a permit for reciprocity in other states may continue to do so. 

“We thank Gov. Cox, Rep. Brooks, and all who supported this important bill,"" Ouimet concluded. ",111,0.87,0.87,6.09,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,USA,2015,2,Manorama Das,Leader,https://gbc.iskcon.org/an-interview-with-iskcons-youth-minister/,"The idea for the first bus tour came about at a gurukula reunion in Los Angeles in 1993. A group of us said to ourselves, ‘What if we could organize an extended reunion that was kind of like a spiritual camping and road trip combined? We could visit Los Angeles and San Francisco Ratha-yatras on consecutive weekends, and go camping at national parks along the way.’ It sounded like a plan. With the help of a friend who owned an RV and several people bringing their cars, we went on a road trip in 1994 that turned out to be a success beyond what we had hoped for. Then we heard of this devotee who owned a bus in Denver, Kaliya Damana Prabhu, so we called him up and recruited him. In 1995 we embarked on what became the first bus tour, which we called the Youth Harinama Sankirtana Bus Tour. It included Los Angeles and San Francisco Ratha-yatras, the LA gurukula reunion, camping at national parks, hot springs, and a visit to every temple and devotee home up and down California. And, true to our name, lots of harinamas. Things kind of took off from there. I remember, in 2000, joking with our bus driver about taking the tour across North America, following the Ratha-yatra circuit. We thought it was a crazy idea, that it would take way too much driving, way too much time on the road, way too many advance preparations… The dream stuck, and with the support of Madhuha Prabhu and Festival of India, in 2001 we toured the East Cost, in 2002 the West Coast, and from 2003 on, the entire continent. The rest is, as they say, history. It’s magic. I don’t know exactly what happens, but the formula works. Take 50 devotee youth traveling on a bus tour adventure for six weeks across North America. Add lots of harinama sankirtana, Ratha-yatra festivals, and Holy Name kirtans on festival stages… reading from Krishna Book and Srila Prabhupada Lilamrita at night before we go to bed, living on a Krishna diet… I believe Lord Chaitanya works His magic on their hearts and consciousness. The devotees see how these youth are trying to help do their bit to spread Krishna consciousness far and wide, and they give their blessings, and the whole disciplic succession smiles down upon them, and all these blessings have got to amount to something. You can see the bliss in their eyes when they return from the tour, right? (It inspires me to keep on doing this.) I hope that youth come away from the tour with an experience of how fulfilling life can be when we’re serving Krishna together with love, and sharing that experience with others; that they realize Krishna consciousness is about becoming aware of a transcendent Reality that surrounds us and sustains our very being; that Krishna is supremely relevant to our lives, from the life air that we breathe, to the fire of digestion that keeps us hungry for more prasadam, to the Holy Name who manifests on our tongue and fills our hearts with joy. It’s been great to be able to serve on so many tours with my wife, Jaya Sri Radhe, and we’ve grown closer in our relationship through this service. I’ve had many faith-building experiences on the bus tours that convinced me that God exists, that serving His devotees can be blissfully exhausting at times, and that there’s nothing that gives me more satisfaction than to keep on doing this. When I get home, the first thing I do is sleep for a couple of days to recover. But after a week I’m already thinking about the next tour. The biggest challenge is re-integrating into my routine of working a day job to pay the bills, when my mind is already back on the road, planning the next Krishna conscious adventure bus tour. We held an evening festival attended by about 400 townspeople. After a particularly blissful kirtan with our youth, an elderly lady approached us on stage, accompanied by two assistants. She explained that she had been having dreams of a shaven-headed saffron-clad saintly personality with a golden complexion. She said that during our kirtan she again had a vision of Him, glowing effulgently, like molten gold, dancing in the kirtan. She wondered what the meaning of this was and if we could explain. We brought a copy of the Chaitanya Charitamrita from the bus, and began to show her paintings of Lord Chaitanya. The old lady broke out in tears and exclaimed that this was Him! This was the person she had seen dancing during the kirtan, and the person who had appeared to her in dreams since she was a little girl. She looked at the paintings as if in deep meditation for a while, then thanked us profusely, and gave us some good-luck crystals that she seemed to manifest from her hands, out of thin air. It was truly bizarre. She must have been a yogini of sorts. One of the persons who accompanied her explained that she was a clairvoyant. Moments later she disappeared in the crowds and we have never seen her since. We put the magic crystals she gave us on the bus tour altar as an offering to Sri Sri Gaura Nitai.",887,5.82,1.68,1.12,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,India,1981,2,Ramesvara Prabhu,Leader,https://krishna.org/bbt-manager-ramesvara-dasa-1979-interview/,"The f irst time I met Srila Prabhupada was
in 1971 at the S an Francisco Rathayatra festival . I had driven
up with Karandhar to help organize the festival. And I bel ieve
that was the year that Kesava had written that wonder ful letter
to Prabhupada that Lord Jagannatha was so ill that although we ' ve
tried everything to bring Him back to health , we ' re just not pure
e nough . And so we don 't think He 's going to appear for the Rathay atra unless Your Divine Grace personal ly comes. Only by your
pure devot ion to Lord Jagannatha can the Lord become cured from
this transcendental illness. So when Prabhupada was in Europe
he got this letter and he canceled his tour. And he f lew in for
the Rathayatra . Now I ' m not sure if this ... I know this s tory took
p lace , but whether it was ' 7 1 or '73 , I ' m not sure which Rathayatra
it was . But anyway , Prabhupada was coming , it was 1971 . So K arandhar and I had gone up to the festival to organi ze it . And then
Prabhupada arrived the evening before the Rathayatra and the senior
devo tees went to the airport to p ick him up and it was tumultuous,
one of the greatest airport arrival s. I did not go myself because
I was in the k itchen cooking. But I had been to ld the de scription
of the devotees throwi ng yogurt , falling all over each other , throwi ng f lowers , j umpin over seats , innocent passengers being pushed
aside . And it was j ust one of those tumultuous , wild airport greeti ngs; conchshells b lowing , the whole thing . So we didn 't see Prabhup ada that evening because he went to his quarters. And the next
morning , I don't k now if Prabhupada gave the morning class but I
had been dropped off at the field with a small crew of me n at around 
Srila Ramesvara , Tape I ( SR I)
dd--2
5 or 6 a . m. so I didn 't s ee Prabhupada that morning either . So I
hadn 't seen Prabhupada yet . And one by one all the members o f .
my
crew were deserting and they were racing down the whole , whatever
the name of that road is, in Golden Gate Park to get to the starti ng point of the parade to be there with Prabhupada . So by around
9 or 10 in the morning I was left all alone at the park and I was
organizing with the karmi s , the people in the park , setting up the
festival , setting up the prasadam booth and so on . And we were
working straight through the parade and then f inal ly the parade
came , the carts came , and there was this beautiful trans cendental
procession of devotees comig from the Subhadra chariot . The whole
park was full , completely full. There must have been between 10
and 20,000 people there in this meadow . And it was completely packed .
And right through the middle of the crowd a procession was weaving
its way like a beauti ful snake , j ust weaving its waj through the
procession. And Vi snuj ana Maharaja was there l eading the kirtan .
And right in the middle of the procession was Prabhupada . And
although this was the first time I ' d ever seen him , and although he
was not as tall as the devotees around him , he stood out so distinctly,
it was his effulgence and the transcendental atmosphere around him .
It was very distinct . And everyone could understand that the spiritual master , a great spiritual personality had arrived . So this
beauti ful proces sion wove its way all the way to the stage and then
there was an introductory kirtan on the stage . And I was still
working in the prasadam booth . I j ust looked up to see the procession and to see Prabhupada, and then I went right back to work .
And then fi nally after the introductory kirtan Prabhupada began to
speak . And j ust before he began to speak he asked to see the prasadam 
SR I
dd--3
that was being distributed. So that year the budget for prasadam
was very low . And no one had made any preparations for Prabhupada
to take prasadam at the festival. So the devotees from the stage
ran up to me because I was the only devotee in the food booth .
Everyone else was at the stage with Prabhupada . And they said ,
"" Prabhupada wants to s ample the prasadam . Make up a plate . 11 so I
made up a plate . It was a paper plate and a plastic spoon and a
plastic cup. The plastic cup had some lemonade in it and the plate
consisted of grapes and some bread , sweet bread , and a sweet . And I
think that 's al l there was . There were four preparations . There
was bread , grapes , a sweet and the lemonade . There might have been
one other preparation like .•• no , there wasn 't a popper , j ust the
bread ••• Maybe there was a mashed potato or a Gauranga potato ,
but I even doubt that . It was such a terrible feast . So I was so
disturbed to make up this plate for Prabhupada, I knew it would
be ·very di spleasing . So anyway we made up the plate for Prabhupada,
the plate was carried to him by some servant , and then gradual ly •••
I was sti ll busily working to get everything set up for serving out
the prasadam when the word came back that Prab.hupada wouldn 't • • •
he ·took one ·look at it and he wouldn 't even touch it , he wouldn 't
even taste ·any of it . He was very angry and he gave very strong
i nstructions that never again during a Rathayatra festival should
there be such skimpy prasadam. It should be so opulent with subjis
and potatoes· and all kinds of things . He was very disturbed . And
at one ·point Prabhupada wanted to dri nk some water and we didn't
have ·any water in the f ield . And we were running around . Final ly
in another park we found a hose , in another meadow , and we fi lled
one of these plastic dixie cups with the hose water and we brought 
SR I
dd--4
it to Prabhupada; So this wasn 't very together and Prabhupada was
very disturbed . So finally in the middle of his lecture the GBC
came to the food booth to i nspect it because he had been chastised .
And when he saw me there all alone he realized that I had not been
relieved yet and I hadn 't s een Prabhupada . So he rel ieved me and
I went to the stage, I worked my way. through the thick crowd and
I got right up to the front of the stage . And there 's a beauti ful
picture of Prabhupada at thi s Rathayatra festival . It was printed
on the back cover of the o ld Reservo ir of Pleasure that we used to
distribute . And Prabhupada 's face was so beautiful , so golden ,
g lowing. He h ad a red vyasas ana . And when I saw Prabhupada , I just
froze and all my feel ing of devotion was becoming mani fest . And at
o ne point Prabhupada looked at me, he saw me looking at him very
intently with whatever little devoton I had . And when Prabhupada
looked down on me he didn 't smile, he j ust looked at me in a way
that I could understand that he was seeing that I was very devoted .
And then he went on ••• he continued speaking and I j ust burst into
tears . And that was my first actual gl impse of Sri la Prabhupada .
Then the next time I saw Prabhupada was in 1972 . At this time our
book distribution had j ust begun . The beginnings of book distribution was almost , you could say an accidental discovery . For some
time we al l knew that Prabhupada 's main work was to translate hi s
books and to have them distributed . And the conception in the
Society was that the magazines, Back to Godhead , could be di stributed
on the street sankirtana party, the Harinama party , but that books
could only be sold through book stores or to libraries or to col leges .
So the only book di stribution that was going on in those early days ,
' 6 9, ' 6 8, ' 7 0, was that type of sankirtana where one person was 
SR I
dd--5
designated in the temple to make appointments and vis it l ibrarians
and book stores . No one ever thought that you could take a book
out on the street the way-you take the Back to Godhead out . So this
was going on for a couple of years . Actually it was my service in
the first year and a half that I was in the temples , to organize
this type of book distribution . So in 197 1, a devotee in San
Francisco named Premarnava dasa and another devotee named Buddhimanta
dasa , they had the idea that they could go with the hardbound de luxe
Krsna Book volume s that had j ust been printed and di stribute them
in front of a grocery store . And the way they got this idea was
very interes ting . One day they were coming home from some Harinama
party and they had a few hardbound Krsna Books in the vehicle and
they stopped at a gas station . And when it came time to pay for
the gas , one of them j ust had the idea to bring out the Krsna Book
and show it to the person . And as they began preaching and they
saw that the gas station attendant was very interested in the book ,
they suggested that i nstead of paying him for the gas he take the
book . And he agreed ! So that was astonishing . And from that incident they got the idea to try taking the Krsna Books to the grocery
store or the supermarket which was across the street from the San
Francisco temple . Now this isn 't the first time Krsna Books were
di stributed . The first time Krsna Books were distributed was the
day they a rrived , which was I think the 19 70 Rathayatra . And all
the advance copies during that festival were sold , including Prabhupada ' s personal copies. But since that time nobody had done anything
with Krsna Books other than the s tores and the libraries .",1785,1.41,0.84,1.91,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,Chanting the holy names of Krishna is the method for universal welfare. Join us tomorrow in the Maha Japa Yagna.,20,10,0,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,"On the occasion of the 125th birth anniversary of Srila Prabhupada,
this year ISKCON members are planting 1,25,000 trees in recognition of the important contributions of Srila Prabhupada in promoting self-sufficiency & care for environment.",34,2.7,2.7,2.7,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,Let us serve Krishna!,4,25,0,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,Did you know ISKCON runs 47 Goshalas across India where many varieties of desi Cow breeds are protected?,18,0,0,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,"My dear Arjuna, only by undivided devotional service can I be understood as I am, standing before you, and can thus be seen directly. Only in this way can you enter into the mysteries of My understanding.",37,2.7,0,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,"In honour of Srila Bhaktisiddhanta Sarasvati Thakura's appearance day, we will be distributing a feast to our Croydon community in Food For Life London's new electric van. Come grab your box at 6.30pm!",33,8.82,2.94,2.94,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,"Consul General met with the practitioners of Yoga and Ayurveda at Petropavlovsk-Kamchatski during his visit to Kamchatka. In Petropavlovsk-Kamchatski, along with other yoga enthusiasts, the members of 
@ArtofLiving
 and 
@iskcon
 are actively promoting ancient Indian wisdom.",36,5.26,2.63,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,Tune in today for a spiritually enlightening discourse on the advent day of Sri Advaita Acharya.,16,0,0,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,Students at the Bhaktivedanta Gurukul in Mayapur learn from their early childhood to serve and worship  Go Mata and Sri Gopal.,21,0,0,9.52,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,Today's Deity darshan in Green & Red with Checks outfit #krishna #radharani #radhakrishna #girigovardhan #gauranitai #jagannath #baladev #subhadra #srilaprabhupada #deities,20,0,0,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,"Are you curious to know what does a day in a monk's (Brahmacari) life looks like?

Watch this video of devotees from ISKCON Nepal to find out more.

Link to full video:",30,0,0,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,"ISKCON Contributes to Rise of Vegetarianism in Brazil, The World’s Largest Exporter of Beef",14,0,0,7.14,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,"This material world is a prison house for the spirit soul, to escape from here, chant the holy names of the Lord",22,0,0,9.09,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,"This chanting of the Hare Krishna mantra is enacted from the spiritual platform and thus this sound vibration surpasses all lower strata of consciouness – namely sensual, mental and intellectual.",30,0,3.45,3.45,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,"One can be free from all sinful reactions after reaching a place of pilgrimage, but one can have the same benefit at home or at any place simply by chanting the holy name of the Lord Krishna. 

Srimad Bhagavatam 2.7.15",40,0,0,2.44,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,"We can remember Krishna in every moment. We can remember Krishna while taking a glass of water because the taste of water is Krishna. We can remember Krishna as soon as we see the sunlight in the morning, because the sunlight is a reflection of Krishna's bodily effulgence.",48,8.33,0,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,"2021 is a year of celebration as it marks the 125th birth anniversary of Srila Prabhupada, Founder-Acharya of ISKCON. 

Worldwide events & activities are planned including cultural festivals, school contests, seminars, temple openings among other things. 

#Prabhupada125",37,2.7,8.11,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,Let us all chant Hare Krishna and become happy.,9,11.11,0,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,United Kingdom,2021,4,@ISKCON,Follower,@ISKCON,Watch this video to know why does a German family loves Mayapur Dham so much.,15,13.33,0,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,India,2021,4,@india_iskcon,Follower,@india_iskcon,"Smt Savita Kovind, Hon'ble First Lady of India visited the ISKCON temple in Bhubaneswar for the darshan of Sri Sri Radha Gopinath.",22,0,4.35,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,India,2021,4,@india_iskcon,Follower,@india_iskcon,"Get ready to participate in 108 hours on non-stop kirtan from the kirtan capital of the world, Sri Mayapur Dham.

Participate live by tuning into http://mayapur.tv",25,0,0,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,India,2021,4,@india_iskcon,Follower,@india_iskcon,ISKCON centers from Kanyakumari to Udhampur and Agartala to Dwarka are working towards helping the country become spiritually vibrant.,19,0,5.26,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,India,2021,4,@india_iskcon,Follower,@india_iskcon,Krishna is always with us!,5,20,0,0,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,India,2021,4,@india_iskcon,Follower,@india_iskcon,"ISKCON Tribal Care runs 21 schools and over 100 Pathshalas in North-East states of India to provide free of cost high quality education which is rooted in India's spiritual culture.

The teachers are primarily volunteers of ISKCON who have dedicated themselves for this cause.",43,2.22,0,8.89,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,India,2021,4,@india_iskcon,Follower,@india_iskcon,What should be our mood when we offer food to Lord Krishna?,12,16.67,0,8.33,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,India,2021,4,@india_iskcon,Follower,@india_iskcon,Don’t try to see God. Act in such a way that God will see you.,15,0,6.67,13.33,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,India,2021,4,@india_iskcon,Follower,@india_iskcon,"If one makes friendship with Krishna, one will never be cheated and he will get all help needed.",18,5.56,5.56,5.56,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,India,2021,4,@india_iskcon,Follower,@india_iskcon,"Tje Public Accounts Committee of Indian Parliament visited ISKCON's world headquarters in Mayapur few days ago. The multiparty delegation appreciated the efforts of Srila Prabhupada & activities of ISKCON. They promised to come back with their family.

#Prabhupada125",37,2.7,2.7,5.41,,,,,,,,,
Non-terrorist,International Society for Krishna Consciousness,3,1,0,India,2021,4,@india_iskcon,Follower,@india_iskcon,"As we start the year 2021, let's take inspiration from the words of Srila Prabhupada to strengthen our faith and practice of Krishna consciousness.

Hare Krishna!",25,11.54,3.85,3.85,,,,,,,,,
